AÑ;TRIMESTRE;PROVEEDOR;COD DEPARTAMENTO;DEPARTAMENTO;COD MUNICIPIO;MUNICIPIO;CABECERA MUNICIPAL;COD CENTRO POBLADO;CENTRO POBLADO;COBERTURA 2G;COBERTURA 3G;COBERTURA HSPA+, HSPA+DC;COBERTUTA 4G;COBERTURA LTE;COBERTURA 5G
2019;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13001;CARTAGENA;N;13001004;BAYUNCA;S;S;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468023;SANTA CRUZ;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13600;RÍO VIEJ;N;13600010;HATILLO;N;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430024;SANTA FE;S;N;N;N;N;N
2018;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8560;PONEDERA;N;8560002;MARTILLO;S;S;S;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;LA ESPERANZA;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430051;SAN ANTOÑIT;S;S;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13654;SAN JACINTO;N;13654005;SAN CRISTÓBA;N;N;N;N;N;N
2018;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13433;MAHATES;N;13433003;MALAGANA;S;S;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440012;GUATAQUITA;N;N;N;N;N;N
2017;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13433;MAHATES;S;13433001;MAHATES;S;S;S;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13074;BARRANCO DE LOBA;N;13074004;SAN ANTONIO;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13268;EL PEÑ�;N;13268003;BUENOS AIRES;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001020;PONTEZUELA;S;S;S;N;S;N
2017;4;AVANTEL S.A.S;13;BOLÍVA;13074;BARRANCO DE LOBA;S;13074001;BARRANCO DE LOBA;N;N;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573003;SABANILLA (MONTE CARMELO);S;S;S;N;S;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744016;GARZAL;N;N;N;N;N;N
2019;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8606;REPELÓ;N;8606005;VILLA ROSA;S;S;S;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13647;SAN ESTANISLAO;S;13647001;SAN ESTANISLAO;S;S;S;N;N;N
2019;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13440;MARGARITA;S;13440001;MARGARITA;S;S;S;N;N;N
2017;4;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13030;ALTOS DEL ROSARIO;S;13030001;ALTOS DEL ROSARIO;N;S;N;N;N;N
2016;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13838;TURBAN�;S;13838001;TURBAN�;S;S;N;N;N;N
2017;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13654;SAN JACINTO;S;13654001;SAN JACINTO;S;S;S;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;S;13458001;MONTECRISTO;S;S;S;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458005;PUEBLO NUEVO-REGENCIA;N;N;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468038;SANTA ELENA;S;S;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;PALO ALTICO;N;N;N;N;N;N
2017;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;S;13657001;SAN JUAN NEPOMUCENO;S;S;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;13549014;SANTA COA;S;S;N;N;N;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13600;RÍO VIEJ;N;13600011;MACEDONIA;N;N;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13600;RÍO VIEJ;N;13600009;COBADILLO;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;N;13140004;HATO VIEJO;N;N;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300001;EL POZÓ;N;N;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468002;CANDELARIA;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;13670002;CANALETAL;N;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442040;NUEVO PORVENIR;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212007;TACAMOCHITO;N;N;N;N;N;N
2019;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244001;BAJO GRANDE;S;S;S;N;N;N
2017;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8141;CANDELARIA;N;8141002;BUENAVENTURA DE LEÑ;S;S;S;N;N;N
2017;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13442;MARÍA LA BAJ;S;13442001;MARÍA LA BAJ;S;S;S;N;N;N
2019;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8372;JUAN DE ACOSTA;S;8372001;JUAN DE ACOSTA;S;S;S;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;MAJAGUAS;S;S;N;N;N;N
2019;4;AVANTEL S.A.S;13;BOLÍVA;13222;CLEMENCIA;S;13222001;CLEMENCIA;N;N;N;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430048;PUNTA DE CARTAGENA;S;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468013;LA RINCONADA;S;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;13670002;CANALETAL;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13670;SAN PABLO;N;13670017;EL ROSARIO;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430031;TACASALUMA;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13836;TURBACO;N;13836006;PUEBLO NUEVO;S;S;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13052;ARJONA;N;0;CRUZ DEL VIZO;S;S;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;13810008;PUERTO COCA;N;N;N;N;N;N
2018;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8634;SABANAGRANDE;S;8634001;SABANAGRANDE;S;S;S;N;S;N
2018;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13473;MORALES;S;13473001;MORALES;S;S;S;N;N;N
2016;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13188;CICUCO;S;13188001;CICUCO;S;S;N;N;N;N
2016;3;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8078;BARANOA;N;8078001;CAMPECHE;S;S;S;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650005;SANTA ROSA;S;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;0;PLAYA DORADA;N;N;N;N;N;N
2019;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372003;SAN JOSÉ DE SAC;N;S;S;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006041;PARAÍSO SINCER�;N;N;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;0;PIEDRECITAS;S;N;N;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13657;SAN JUAN NEPOMUCENO;N;13657003;SAN JOSÉ DEL PEÑÓN (LAS PORQUER;N;N;N;N;N;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430040;TRES PUNTAS;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442017;ARROYO GRANDE;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001013;TIERRA BOMBA;S;S;S;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13673;SANTA CATALINA;N;13673005;LOMA DE ARENA;S;S;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13300;HATILLO DE LOBA;N;13300007;CERRO DE LAS AGUADAS;N;N;N;N;N;N
2017;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13212;CÓRDOB;N;13212005;SAN ANDRÉ;N;S;S;N;N;N
2019;2;AVANTEL S.A.S;8;ATLÁNTIC;8675;SANTA LUCÍ;S;8675001;SANTA LUCÍ;N;N;N;N;N;N
2020;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13140;CALAMAR;S;13140001;CALAMAR;N;N;N;N;S;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;13744001;CAMPO PALLARES;N;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13140;CALAMAR;N;13140009;YUCAL;S;S;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8685;SANTO TOMÁ;S;8685001;SANTO TOMÁ;S;S;S;N;S;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13744;SIMIT�;N;0;PAREDES DE ORORIA;N;N;N;N;N;N
2016;4;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13042;ARENAL;S;13042001;ARENAL;S;S;S;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13188;CICUCO;N;13188003;SAN FRANCISCO DE LOBA;N;N;N;N;N;N
2018;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442004;MANPUJÁ;N;S;N;N;N;N
2020;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8606;REPELÓ;S;8606001;REPELÓ;S;S;S;N;S;N
2018;1;AVANTEL S.A.S;13;BOLÍVA;13580;REGIDOR;S;13580001;REGIDOR;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442002;EL NÍSPER;S;N;N;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13188;CICUCO;N;13188001;CAMPO SERENO;N;N;N;N;N;N
2019;2;AVANTEL S.A.S;13;BOLÍVA;13433;MAHATES;S;13433001;MAHATES;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13042;ARENAL;N;13042007;SANTO DOMINGO;N;N;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13433;MAHATES;S;13433001;MAHATES;S;S;S;N;S;N
2016;3;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8558;POLONUEVO;S;8558001;POLONUEVO;S;S;S;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430017;MADRID;S;S;N;N;N;N
2020;2;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8421;LURUACO;N;8421002;PALMAR DE CANDELARIA;N;S;S;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;0;NUEVA ESPERANZA;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13440;MARGARITA;N;13440012;GUATAQUITA;N;N;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468033;BOMBA;N;N;N;N;N;N
2017;4;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8634;SABANAGRANDE;S;8634001;SABANAGRANDE;S;S;S;N;S;N
2017;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8849;USIACUR�;S;8849001;USIACUR�;S;S;S;N;N;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13836;TURBACO;N;13836001;CAÑAVERA;S;S;S;N;N;N
2019;1;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13074;BARRANCO DE LOBA;S;13074001;BARRANCO DE LOBA;S;S;S;N;N;N
2017;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13140;CALAMAR;S;13140001;CALAMAR;S;S;S;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13620;SAN CRISTÓBA;N;13620002;LAS CRUCES;S;S;N;N;N;N
2020;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;PUERTO SANTANDER;S;S;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638007;MIRADOR;N;N;N;N;N;N
2019;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8137;CAMPO DE LA CRUZ;S;8137001;CAMPO DE LA CRUZ;S;S;S;N;S;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468038;SANTA ELENA;N;N;N;N;N;N
2019;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573002;SALGAR;N;N;N;N;S;N
2015;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8606;REPELÓ;S;8606001;REPELÓ;S;S;S;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244007;SAN ISIDRO;S;N;N;N;N;N
2018;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8560;PONEDERA;S;8560001;PONEDERA;S;S;S;N;N;N
2019;2;AVANTEL S.A.S;13;BOLÍVA;13580;REGIDOR;S;13580001;REGIDOR;N;N;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442043;SUCESIÓ;N;N;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;CAGUI;N;N;N;N;N;N
2019;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13442;MARÍA LA BAJ;S;13442001;MARÍA LA BAJ;S;S;S;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006020;RÍO NUEV;N;N;N;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8606;REPELÓ;N;8606005;VILLA ROSA;N;N;N;N;N;N
2017;2;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;0;VILLA CAMPESTRE;S;S;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8832;TUBAR�;N;8832011;PLAYAS DE EDRIMÁ;S;S;S;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430010;GUAZO;S;S;N;N;N;N
2017;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8078;BARANOA;S;8078001;BARANOA;S;S;N;N;S;N
2017;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13650;SAN FERNANDO;N;13650009;CUATRO BOCAS;N;N;N;N;N;N
2018;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13212;CÓRDOB;S;13212001;CÓRDOB;S;S;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13212;CÓRDOB;N;13212001;GUAIMARAL;N;N;N;N;N;N
2018;2;AVANTEL S.A.S;13;BOLÍVA;13248;EL GUAMO;S;13248001;EL GUAMO;N;N;N;N;N;N
2016;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13810;TIQUISIO;N;0;AGUAS NEGRAS;N;N;N;N;N;N
2016;1;AVANTEL S.A.S;13;BOLÍVA;13188;CICUCO;S;13188001;CICUCO;S;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;0;EL LIBANO;N;N;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8433;MALAMBO;S;8433001;MALAMBO;S;S;S;N;S;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13549;PINILLOS;N;0;MONTECELIO;N;N;N;N;N;N
2018;4;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13647;SAN ESTANISLAO;S;13647001;SAN ESTANISLAO;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244001;BAJO GRANDE;S;S;S;N;N;N
2017;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244005;MACAYEPOS;S;S;S;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468011;LA LOBATA;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;13160019;SINZONA;N;N;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;0;COUNTRY MAR;S;S;N;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638006;MOLINERO;S;S;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8638;SABANALARGA;N;8638002;CASCAJAL;S;S;S;N;N;N
2020;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13838;TURBAN�;N;13838002;EL COBADO (EL PUEBLITO);S;N;N;N;N;N
2019;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;0;LAGOS DE CAUJARAL;N;S;N;N;N;N
2016;2;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13430;MAGANGU�;S;13430001;MAGANGU�;S;S;N;N;S;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13458;MONTECRISTO;N;13458008;SAN AGUSTÍ;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430030;TACALOA;S;S;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;8573003;SABANILLA (MONTE CARMELO);S;S;S;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13052;ARJONA;N;13052005;SAN RAFAEL DE LA CRUZ;S;S;N;N;N;N
2017;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468001;SANTA CRUZ DE MOMPOX;S;S;N;N;N;N
2015;4;ALMACENES EXITO INVERSIONES S.A.S.;8;ATLÁNTIC;8638;SABANALARGA;N;8638005;LA PEÑ;S;S;N;N;N;N
2017;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;0;GUÁIMAR;S;S;N;N;N;N
2018;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13688;SANTA ROSA DEL SUR;N;13688007;CANELOS;S;N;N;N;N;N
2019;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;N;13468009;GUATACA;S;S;N;N;N;N
2019;3;COLOMBIA MOVIL  S.A ESP;13;BOLÍVA;13673;SANTA CATALINA;N;13673003;GALERAZAMBA;S;N;N;N;N;N
2016;1;ALMACENES EXITO INVERSIONES S.A.S.;13;BOLÍVA;13433;MAHATES;N;13433004;SAN BASILIO DE PALENQUE;N;S;N;N;N;N
2019;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8758;SOLEDAD;S;8758001;SOLEDAD;N;N;N;N;S;N
2017;1;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;13;BOLÍVA;13810;TIQUISIO;S;13810001;TIQUISIO;S;S;N;N;N;N
2018;1;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;8;ATLÁNTIC;8558;POLONUEVO;S;8558001;POLONUEVO;N;N;N;N;S;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430001;BARBOSA;N;N;N;N;N;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430032;TOL�;N;N;N;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13268;EL PEÑ�;N;13268004;CASTAÑA;N;N;N;N;N;N
2019;2;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13248;EL GUAMO;S;13248001;EL GUAMO;S;S;S;N;S;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13473;MORALES;S;13473001;MORALES;S;S;S;N;S;N
2018;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13160;CANTAGALLO;N;0;LOS CORONCOROS;N;N;N;N;N;N
2017;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13268;EL PEÑ�;S;13268001;EL PEÑ�;S;S;S;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13468;SANTA CRUZ DE MOMPOX;S;13468001;SANTA CRUZ DE MOMPOX;S;S;S;N;S;N
2017;2;EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP;13;BOLÍVA;13052;ARJONA;S;13052001;ARJONA;S;S;S;N;S;N
2019;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430036;PLAYA DE LAS FLORES;S;N;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;13442025;LA PISTA;S;S;N;N;N;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;N;13244017;SANTO DOMINGO DE MEZA;S;N;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001010;PUNTA CANOA;S;S;S;N;N;N
2018;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13780;TALAIGUA NUEVO;N;0;LAS MARÍA;N;N;N;N;N;N
2016;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8560;PONEDERA;N;8560003;PUERTO GIRALDO;S;N;N;N;N;N
2018;3;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8758;SOLEDAD;S;8758001;SOLEDAD;S;S;S;N;S;N
2016;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8372;JUAN DE ACOSTA;N;8372003;SAN JOSÉ DE SAC;S;S;N;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13001;CARTAGENA;N;13001003;BAR�;S;N;N;N;N;N
2017;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13430;MAGANGU�;N;13430016;LAS BRISAS;S;S;N;N;N;N
2016;1;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13442;MARÍA LA BAJ;N;0;SANTAFÉ DE ICOTE;N;N;N;N;N;N
2015;4;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13244;EL CARMEN DE BOLÍVA;S;13244001;EL CARMEN DE BOLÍVA;S;S;S;N;N;N
2019;1;COLOMBIA MOVIL  S.A ESP;8;ATLÁNTIC;8558;POLONUEVO;N;8558001;PITAL DEL CARLÍN (PITALITO;S;S;S;N;N;N
2020;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8558;POLONUEVO;S;8558001;POLONUEVO;S;S;S;N;S;N
2020;3;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;8;ATLÁNTIC;8436;MANAT�;S;8436001;MANAT�;N;S;S;N;N;N
2016;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13006;ACH�;N;13006042;PROVIDENCIA;N;N;N;N;N;N
2020;3;COMUNICACION CELULAR S A COMCEL S A;13;BOLÍVA;13760;SOPLAVIENTO;S;13760001;SOPLAVIENTO;S;S;S;N;S;N
2018;4;COMUNICACION CELULAR S A COMCEL S A;8;ATLÁNTIC;8573;PUERTO COLOMBIA;N;0;LAGOS DE CAUJARAL;S;S;S;N;S;N
